校正代码,整体序号,操作内容,操作子内容
17106002,2,拆下 12V 辅助电池。请参阅12V/低压电池（拆卸和更换）。,拆下 12V 辅助电池。请参阅12V/低压电池（拆卸和更换）。
17106002,3,拆下 12V 电池支架。请参阅支架 - 12V 电池（后轮驱动）（拆卸和更换）。,拆下 12V 电池支架。请参阅支架 - 12V 电池（后轮驱动）（拆卸和更换）。
17106002,4,拆下将温度系统线束盖板固定到前车身控制器模块的螺栓，然后从模块上拆下盖板。,拆下将温度系统线束盖板固定到前车身控制器模块的螺栓
17106002,4,拆下将温度系统线束盖板固定到前车身控制器模块的螺栓，然后从模块上拆下盖板。,然后从模块上拆下盖板
17106002,5,断开温度系统线束与前车身控制器模块连接器的连接。,断开温度系统线束与前车身控制器模块连接器的连接。
17106002,6,松开将吸入/液体管固定到热力膨胀阀周围车身上的夹子，然后将电气线束放置一旁，以便为前车身控制器模块留出空间。,松开将吸入/液体管固定到热力膨胀阀周围车身上的夹子，然后将电气线束放置一旁，以便为前车身控制器模块留出空间。
17106002,7,拆下将前车身控制器模块盖板固定到前车身控制器模块的螺栓，然后拆下盖板。,拆下将前车身控制器模块盖板固定到前车身控制器模块的螺栓
17106002,7,拆下将前车身控制器模块盖板固定到前车身控制器模块的螺栓，然后拆下盖板。,然后拆下盖板
17106002,8,拆下并弃用将电池正极电缆固定到前车身控制器模块的螺母，然后拆下电缆。,拆下并弃用将电池正极电缆固定到前车身控制器模块的螺母
17106002,8,拆下并弃用将电池正极电缆固定到前车身控制器模块的螺母，然后拆下电缆。,然后拆下电缆
17106002,1,将电池正极电缆安装到前车身控制器模块上，然后安装新螺母，将电缆固定到该模块。,将电池正极电缆安装到前车身控制器模块上
17106002,1,将电池正极电缆安装到前车身控制器模块上，然后安装新螺母，将电缆固定到该模块。,然后安装新螺母
17106002,1,将电池正极电缆安装到前车身控制器模块上，然后安装新螺母，将电缆固定到该模块。,将电缆固定到该模块
17106002,2,目视检查电源电缆在前车身控制器模块的相应通道中是否整齐地露出来且彼此平行。,目视检查电源电缆在前车身控制器模块的相应通道中是否整齐地露出来且彼此平行。
17106002,3,将前车身控制器模块盖板安装到前车身控制器模块上，然后安装将盖板固定到该模块的螺栓。,将前车身控制器模块盖板安装到前车身控制器模块上
17106002,3,将前车身控制器模块盖板安装到前车身控制器模块上，然后安装将盖板固定到该模块的螺栓。,然后安装将盖板固定到该模块的螺栓
17106002,4,将温度系统线束连接到前车身控制器模块连接器。,将温度系统线束连接到前车身控制器模块连接器。
17106002,5,紧固将吸入/液体管路固定到热膨胀阀附近车身的夹子。,紧固将吸入/液体管路固定到热膨胀阀附近车身的夹子。
17106002,6,将温度系统线束盖板安装到前车身控制器模块上，然后安装将盖板固定到该模块的螺栓。,将温度系统线束盖板安装到前车身控制器模块上
17106002,6,将温度系统线束盖板安装到前车身控制器模块上，然后安装将盖板固定到该模块的螺栓。,然后安装将盖板固定到该模块的螺栓
17106002,7,安装 12V 电池支架。请参阅支架 - 12V 电池（后轮驱动）（拆卸和更换）。,安装 12V 电池支架。请参阅支架 - 12V 电池（后轮驱动）（拆卸和更换）。
17106002,8,安装 12V 辅助电池。请参阅12V/低压电池（拆卸和更换）。,安装 12V 辅助电池。请参阅12V/低压电池（拆卸和更换）。
17106002,9,安装前围篦板。请参阅面板 - 前围篦网（拆卸和更换）。,安装前围篦板。请参阅面板 - 前围篦网（拆卸和更换）。
17100802,1,拆下门槛后备箱饰板。请参阅饰板 - 门槛 - 行李箱（拆卸和更换）。,拆下门槛后备箱饰板。请参阅饰板 - 门槛 - 行李箱（拆卸和更换）。
17100802,2,拆下 LH 第二排座椅靠背总成。请参阅座椅靠背 - 第二排 - LH（拆卸和更换）。,拆下 LH 第二排座椅靠背总成。请参阅座椅靠背 - 第二排 - LH（拆卸和更换）。
17100802,3,拆下 RH 第二排座椅靠背总成。请参阅座椅靠背 - 第二排 - RH（拆卸和更换）。,拆下 RH 第二排座椅靠背总成。请参阅座椅靠背 - 第二排 - RH（拆卸和更换）。
17100802,4,在第二排座垫下方的车身柱处，松开行李箱毡毯夹。,在第二排座垫下方的车身柱处，松开行李箱毡毯夹。
17100802,5,松开将行李箱毡毯固定到车身的夹子，然后从车上拆下行李箱毡毯。,松开将行李箱毡毯固定到车身的夹子
17100802,5,松开将行李箱毡毯固定到车身的夹子，然后从车上拆下行李箱毡毯。,然后从车上拆下行李箱毡毯
17100802,6,拆下后备箱 LH 饰板。请参阅饰板 - 侧边 - 行李箱 - LH（拆卸和更换）。,拆下后备箱 LH 饰板。请参阅饰板 - 侧边 - 行李箱 - LH（拆卸和更换）。
17100802,7,拆下后备箱 RH 饰板。请参阅饰板 - 侧边 - 行李箱 - RH（拆卸和更换）。,拆下后备箱 RH 饰板。请参阅饰板 - 侧边 - 行李箱 - RH（拆卸和更换）。
17100802,8,拆下后饰板总成。请参阅饰板 - 后部（拆卸和安装）。,拆下后饰板总成。请参阅饰板 - 后部（拆卸和安装）。
17100802,9,在后饰板和后副框架区域，拆下将 LH 车身线束固定到车身的夹子。,在后饰板和后副框架区域，拆下将 LH 车身线束固定到车身的夹子。
17100802,10,断开电气线束与后侧蓝牙被动式进入天线连接器的连接。,断开电气线束与后侧蓝牙被动式进入天线连接器的连接。
17100802,11,断开电气线束与后副框架电气线束连接器和 LH 电子驻车制动连接器的连接。,断开电气线束与后副框架电气线束连接器和 LH 电子驻车制动连接器的连接。
17100802,12,松开将电气线束固定到车身的夹子，然后将后副框架部分的电气线束穿过 LH 侧行李箱隔板。,松开将电气线束固定到车身的夹子
17100802,12,松开将电气线束固定到车身的夹子，然后将后副框架部分的电气线束穿过 LH 侧行李箱隔板。,然后将后副框架部分的电气线束穿过 LH 侧行李箱隔板
17100802,13,降低车辆。,降低车辆。
17100802,14,在助手的帮助下，将车辆移下举升机。,在助手的帮助下，将车辆移下举升机。
17100802,15,放置止轮块。,放置止轮块。
17100802,16,打开全部车门,打开全部车门
17100802,17,拆下前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。,拆下前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。
17100802,18,拆下 LH 仪表板端盖。请参阅端盖 - 仪表板 - LH（拆卸和更换）。,拆下 LH 仪表板端盖。请参阅端盖 - 仪表板 - LH（拆卸和更换）。
17100802,19,拆下 A 柱 LH 下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。,拆下 A 柱 LH 下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。
17100802,20,拆下 LH 脚部空间罩。请参阅罩 - 脚部空间 - 驾驶位（拆卸和更换）。,拆下 LH 脚部空间罩。请参阅罩 - 脚部空间 - 驾驶位（拆卸和更换）。
17100802,21,拆下 LH 脚部空间进气槽。请参阅风管 - 脚部空间 - LH（拆卸和更换）。,拆下 LH 脚部空间进气槽。请参阅风管 - 脚部空间 - LH（拆卸和更换）。
17100802,22,拆下 RH 仪表板端盖。请参阅 端盖 - 仪表板 - LH（拆卸和更换）,拆下 RH 仪表板端盖。请参阅 端盖 - 仪表板 - LH（拆卸和更换）
17100802,23,拆下 A 柱 RH 下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。,拆下 A 柱 RH 下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。
17100802,24,拆下 RH 脚部空间罩。请参阅罩 - 脚部空间 - 副驾位（左侧驾驶）（拆卸和更换）。,拆下 RH 脚部空间罩。请参阅罩 - 脚部空间 - 副驾位（左侧驾驶）（拆卸和更换）。
17100802,25,执行车辆电气隔离程序。请参阅车辆电气隔离程序。,执行车辆电气隔离程序。请参阅车辆电气隔离程序。
17100802,26,拆下驾驶位和副驾位座椅。请参阅密封 - 驾驶位（拆卸和更换）。,拆下驾驶位和副驾位座椅。请参阅密封 - 驾驶位（拆卸和更换）。
17100802,27,拆下中控台总成。请参阅中控台（拆卸和安装）。,拆下中控台总成。请参阅中控台（拆卸和安装）。
17100802,28,拆下驾驶位膝部气囊。请参阅气囊 - 膝部 - 驾驶位（拆卸和更换）。,拆下驾驶位膝部气囊。请参阅气囊 - 膝部 - 驾驶位（拆卸和更换）。
17100802,29,拆下后门槛板 LH 饰板。请参阅饰板 - 门槛板 - 后 - LH（拆卸和更换）。,拆下后门槛板 LH 饰板。请参阅饰板 - 门槛板 - 后 - LH（拆卸和更换）。
17100802,30,拆下 B 柱 LH 上部饰板。请参阅饰板 - B 柱 - 上部 - LH（拆卸和更换）。,拆下 B 柱 LH 上部饰板。请参阅饰板 - B 柱 - 上部 - LH（拆卸和更换）。
17100802,31,拆下 B 柱 LH 下部饰板。请参阅饰板 - B 柱 - 下部 - LH（拆卸和更换）。,拆下 B 柱 LH 下部饰板。请参阅饰板 - B 柱 - 下部 - LH（拆卸和更换）。
17100802,32,拆下 B 柱 LH 饰板。请参阅饰板 - B 柱 - LH（拆卸和更换）。,拆下 B 柱 LH 饰板。请参阅饰板 - B 柱 - LH（拆卸和更换）。
17100802,33,拆下 LH 边梁饰板。请参阅饰板 -纵梁 - LH（拆卸和更换）。,拆下 LH 边梁饰板。请参阅饰板 -纵梁 - LH（拆卸和更换）。
17100802,34,拆下 C 柱 LH 上部饰板。请参阅饰板 - C 柱 - 上部 - LH（拆卸和更换）。,拆下 C 柱 LH 上部饰板。请参阅饰板 - C 柱 - 上部 - LH（拆卸和更换）。
17100802,35,拆下 RH 后门槛饰板。请参阅 饰板 - 门槛板 - 后 - LH（拆卸和更换）,拆下 RH 后门槛饰板。请参阅 饰板 - 门槛板 - 后 - LH（拆卸和更换）
17100802,36,拆下 B 柱 RH 上部饰板。请参阅饰板 - B 柱 - 上部 - LH（拆卸和更换）。,拆下 B 柱 RH 上部饰板。请参阅饰板 - B 柱 - 上部 - LH（拆卸和更换）。
17100802,37,拆下 B 柱 RH 下部饰板。请参阅饰板 - B 柱 - 下部 - LH（拆卸和更换）。,拆下 B 柱 RH 下部饰板。请参阅饰板 - B 柱 - 下部 - LH（拆卸和更换）。
17100802,38,拆下 RH 边梁饰板。请参阅饰板 -纵梁 - LH（拆卸和更换）。,拆下 RH 边梁饰板。请参阅饰板 -纵梁 - LH（拆卸和更换）。
17100802,39,拆下 C 柱 RH 上部饰板。请参阅饰板 - C 柱 - 上部 - LH（拆卸和更换）。,拆下 C 柱 RH 上部饰板。请参阅饰板 - C 柱 - 上部 - LH（拆卸和更换）。
17100802,40,拆下 C 柱 LH 和 RH 后部饰板。请参阅饰板 - C 柱 - 后 - LH（拆卸和更换）。,拆下 C 柱 LH 和 RH 后部饰板。请参阅饰板 - C 柱 - 后 - LH（拆卸和更换）。
17100802,41,在 C 柱上部区域，松开将杂物盘电气线束固定到车身的夹子。,在 C 柱上部区域，松开将杂物盘电气线束固定到车身的夹子。
17100802,42,断开杂物盘电气线束与 RH 车身线束连接器的连接。,断开杂物盘电气线束与 RH 车身线束连接器的连接。
17100802,43,松开夹子，然后断开杂物盘扬声器电气线束与调谐器连接器的连接。,松开夹子
17100802,43,松开夹子，然后断开杂物盘扬声器电气线束与调谐器连接器的连接。,然后断开杂物盘扬声器电气线束与调谐器连接器的连接
17100802,44,松开将杂物盘电气线束固定到 LH 侧 C 柱的夹子。,松开将杂物盘电气线束固定到 LH 侧 C 柱的夹子。
17100802,45,断开电气线束与天线放大器连接器的连接。,断开电气线束与天线放大器连接器的连接。
17100802,46,拆下杂物盘饰板。请参阅饰板 - 杂物盘（拆卸和更换）。,拆下杂物盘饰板。请参阅饰板 - 杂物盘（拆卸和更换）。
17100802,47,松开将座舱后部主毡毯 LH 和 RH 侧固定到车身的夹子。,松开将座舱后部主毡毯 LH 和 RH 侧固定到车身的夹子。
17100802,48,松开将 LH 前座舱主毡毯固定到车身的夹子，然后从车上拆下毡毯。,松开将 LH 前座舱主毡毯固定到车身的夹子
17100802,48,松开将 LH 前座舱主毡毯固定到车身的夹子，然后从车上拆下毡毯。,然后从车上拆下毡毯
17100802,49,断开线束连接器与加速踏板和制动踏板连接器的连接。,断开线束连接器与加速踏板和制动踏板连接器的连接。
17100802,50,在仪表板支架区的下方，松开将电气线束固定到车身的夹子。,在仪表板支架区的下方，松开将电气线束固定到车身的夹子。
17100802,51,在驾驶位脚部空间区域，松开并弃用用于固定电气线束接地带的螺栓。,在驾驶位脚部空间区域，松开并弃用用于固定电气线束接地带的螺栓。
17100802,52,断开电气线束与 LH 车身控制器模块连接器的连接。,断开电气线束与 LH 车身控制器模块连接器的连接。
17100802,53,在 LH 车身控制器模块区域，松开将电气线束固定到车身的夹子。,在 LH 车身控制器模块区域，松开将电气线束固定到车身的夹子。
17100802,54,在 LH 侧 B 柱下部区域，松开将电气线束固定到车身的夹子。,在 LH 侧 B 柱下部区域，松开将电气线束固定到车身的夹子。
17100802,55,抬起底板风管的后部，以便松开将电气线束固定到车身的夹子。,抬起底板风管的后部
17100802,55,抬起底板风管的后部，以便松开将电气线束固定到车身的夹子。,以便松开将电气线束固定到车身的夹子
17100802,56,在 LH 前座椅和 RH 侧 B 柱下部区域下方，松开将电气线束固定到车身的夹子。,在 LH 前座椅和 RH 侧 B 柱下部区域下方，松开将电气线束固定到车身的夹子。
17100802,57,在 RH 侧 B 柱下部区域，断开电气线束与连接器的连接。,在 RH 侧 B 柱下部区域，断开电气线束与连接器的连接。
17100802,58,断开电气线束与被动式补充约束控制模块连接器的连接。,断开电气线束与被动式补充约束控制模块连接器的连接。
17100802,59,在 LH 侧 B 柱下部区域，松开并弃用将电气线束接地带固定到车身的螺栓。,在 LH 侧 B 柱下部区域，松开并弃用将电气线束接地带固定到车身的螺栓。
17100802,60,在 B 柱区域，松开将线束固定到车身的夹子。,在 B 柱区域，松开将线束固定到车身的夹子。
17100802,61,断开电气线束与 LH 车门连接器和 LH 前座椅安全带连接器的连接。,断开电气线束与 LH 车门连接器和 LH 前座椅安全带连接器的连接。
17100802,62,在 C 柱下部区域，松开将线束固定到车身的夹子。,在 C 柱下部区域，松开将线束固定到车身的夹子。
17100802,63,在 C 柱下部区域，断开电气线束与连接器的连接。,在 C 柱下部区域，断开电气线束与连接器的连接。
17100802,64,在 LH 侧帘气囊和胎压监控系统模块区域，松开将电气线束固定到车身的夹子。,在 LH 侧帘气囊和胎压监控系统模块区域，松开将电气线束固定到车身的夹子。
17100802,65,断开电气线束与 LH 侧帘式气囊连接器的连接。,断开电气线束与 LH 侧帘式气囊连接器的连接。
17100802,66,断开电气线束与胎压监控系统模块连接器的连接。,断开电气线束与胎压监控系统模块连接器的连接。
17100802,67,断开电气线束与 LH 后座椅安全带连接器的连接。,断开电气线束与 LH 后座椅安全带连接器的连接。
17100802,68,在 LH 侧行李箱区域，松开将电气线束固定到车身的夹子。,在 LH 侧行李箱区域，松开将电气线束固定到车身的夹子。
17100802,69,断开电气线束与充电端口电子控制单元连接器的连接。,断开电气线束与充电端口电子控制单元连接器的连接。
17100802,70,在充电端口区域，松开并弃用将电气线束接地带固定到车身的螺栓。,在充电端口区域，松开并弃用将电气线束接地带固定到车身的螺栓。
17100802,71,从车上拆下 LH 车身线束。,从车上拆下 LH 车身线束。
17100802,1,将 LH 车身线束装入车辆。,将 LH 车身线束装入车辆。
17100802,2,在充电端口区域，安装新螺栓，将电气线束接地带固定到车身。,安装新螺栓
17100802,2,在充电端口区域，安装新螺栓，将电气线束接地带固定到车身。,将电气线束接地带固定到车身
17100802,3,将电气线束连接到充电端口电子控制单元连接器。,将电气线束连接到充电端口电子控制单元连接器。
17100802,4,在 LH 侧行李箱区域，紧固将电气线束固定到车身的夹子。,在 LH 侧行李箱区域，紧固将电气线束固定到车身的夹子。
17100802,5,将电气线束连接到 LH 后座椅安全带连接器。,将电气线束连接到 LH 后座椅安全带连接器。
17100802,6,将电气线束连接到胎压监控系统模块连接器。,将电气线束连接到胎压监控系统模块连接器。
17100802,7,将电气线束连接到 LH 侧帘式气囊连接器。,将电气线束连接到 LH 侧帘式气囊连接器。
17100802,8,在 LH 侧帘式气囊和胎压监控系统模块区域，紧固将电气线束固定到车身的夹子。,在 LH 侧帘式气囊和胎压监控系统模块区域，紧固将电气线束固定到车身的夹子。
17100802,9,在 C 柱下部区域，将电气线束连接到连接器。,在 C 柱下部区域，将电气线束连接到连接器。
17100802,10,在 C 柱下部区域，紧固将线束固定到车身的夹子。,在 C 柱下部区域，紧固将线束固定到车身的夹子。
17100802,11,将电气线束连接到 LH 车门连接器和 LH 前座椅安全带连接器。,将电气线束连接到 LH 车门连接器和 LH 前座椅安全带连接器。
17100802,12,在 B 柱区域，紧固将线束固定到车身的夹子。,在 B 柱区域，紧固将线束固定到车身的夹子。
17100802,13,在 LH 侧 B 柱下部区域，安装新螺栓，将电气线束接地带固定到车身。,安装新螺栓
17100802,13,在 LH 侧 B 柱下部区域，安装新螺栓，将电气线束接地带固定到车身。,将电气线束接地带固定到车身
17100802,14,将电气线束连接到被动式补充约束控制模块连接器。,将电气线束连接到被动式补充约束控制模块连接器。
17100802,15,在 RH 侧 B 柱下部区域，将电气线束连接到连接器。,在 RH 侧 B 柱下部区域，将电气线束连接到连接器。
17100802,16,在 LH 前座椅和 RH 侧 B 柱下部区域下方，紧固将电气线束固定到车身的夹子。,在 LH 前座椅和 RH 侧 B 柱下部区域下方，紧固将电气线束固定到车身的夹子。
17100802,17,在底板风管后部下方，紧固将电气线束固定到车身的夹子。,在底板风管后部下方，紧固将电气线束固定到车身的夹子。
17100802,18,在 LH 侧 B 柱下部区域，紧固将电气线束固定到车身的夹子。,在 LH 侧 B 柱下部区域，紧固将电气线束固定到车身的夹子。
17100802,19,在 LH 车身控制器模块区域，紧固将电气线束固定到车身的夹子。,在 LH 车身控制器模块区域，紧固将电气线束固定到车身的夹子。
17100802,20,将电气线束连接到 LH 车身控制器模块连接器。,将电气线束连接到 LH 车身控制器模块连接器。
17100802,21,在驾驶位脚部空间区域，安装新螺栓，将电气线束接地带固定到车身。,安装新螺栓
17100802,21,在驾驶位脚部空间区域，安装新螺栓，将电气线束接地带固定到车身。,将电气线束接地带固定到车身
17100802,22,在仪表板支架区的下方，紧固将电气线束固定到车身的夹子。,在仪表板支架区的下方，紧固将电气线束固定到车身的夹子。
17100802,23,将电气线束连接到加速踏板和制动踏板连接器。,将电气线束连接到加速踏板和制动踏板连接器。
17100802,24,将毡毯装入车辆，然后紧固将 LH 前主毡毯固定到车身的夹子。,将毡毯装入车辆
17100802,24,将毡毯装入车辆，然后紧固将 LH 前主毡毯固定到车身的夹子。,然后紧固将 LH 前主毡毯固定到车身的夹子
17100802,25,紧固将座舱后部主毡毯 LH 和 RH 侧固定到车身的夹子。,紧固将座舱后部主毡毯 LH 和 RH 侧固定到车身的夹子。
17100802,26,安装杂物盘饰板。请参阅饰板 - 杂物盘（拆卸和更换）。,安装杂物盘饰板。请参阅饰板 - 杂物盘（拆卸和更换）。
17100802,27,将电气线束连接到天线放大器连接器。,将电气线束连接到天线放大器连接器。
17100802,28,紧固将杂物盘电气线束固定到 LH 侧 C 柱的夹子。,紧固将杂物盘电气线束固定到 LH 侧 C 柱的夹子。
17100802,29,将杂物盘扬声器电气线束连接到调谐器连接器，然后将夹子紧固。,将杂物盘扬声器电气线束连接到调谐器连接器
17100802,29,将杂物盘扬声器电气线束连接到调谐器连接器，然后将夹子紧固。,然后将夹子紧固
17100802,30,将杂物盘电气线束连接到 RH 车身线束连接器。,将杂物盘电气线束连接到 RH 车身线束连接器。
17100802,31,在 C 柱上部区域，紧固将杂物盘电气线束固定到车身的夹子。,在 C 柱上部区域，紧固将杂物盘电气线束固定到车身的夹子。
17100802,32,安装 C 柱 LH 和 RH 后部饰板。请参阅饰板 - C 柱 - 后 - LH（拆卸和更换）。,安装 C 柱 LH 和 RH 后部饰板。请参阅饰板 - C 柱 - 后 - LH（拆卸和更换）。
17100802,33,安装 C 柱 RH 上部饰板。请参阅饰板 - C 柱 - 上部 - LH（拆卸和更换）。,安装 C 柱 RH 上部饰板。请参阅饰板 - C 柱 - 上部 - LH（拆卸和更换）。
17100802,34,安装 RH 边梁饰板。请参阅饰板 -纵梁 - LH（拆卸和更换）。,安装 RH 边梁饰板。请参阅饰板 -纵梁 - LH（拆卸和更换）。
17100802,35,安装 B 柱 RH 下部饰板。请参阅饰板 - B 柱 - 下部 - LH（拆卸和更换）。,安装 B 柱 RH 下部饰板。请参阅饰板 - B 柱 - 下部 - LH（拆卸和更换）。
17100802,36,安装 B 柱 RH 上部饰板。请参阅饰板 - B 柱 - 上部 - LH（拆卸和更换）。,安装 B 柱 RH 上部饰板。请参阅饰板 - B 柱 - 上部 - LH（拆卸和更换）。
17100802,37,安装 RH 后门槛饰板。请参阅 饰板 - 门槛板 - 后 - LH（拆卸和更换）,安装 RH 后门槛饰板。请参阅 饰板 - 门槛板 - 后 - LH（拆卸和更换）
17100802,38,安装 C 柱 LH 上部饰板。请参阅饰板 - C 柱 - 上部 - LH（拆卸和更换）。,安装 C 柱 LH 上部饰板。请参阅饰板 - C 柱 - 上部 - LH（拆卸和更换）。
17100802,39,安装 LH 边梁饰板。请参阅饰板 -纵梁 - LH（拆卸和更换）。,安装 LH 边梁饰板。请参阅饰板 -纵梁 - LH（拆卸和更换）。
17100802,40,安装 LH B 柱饰板。请参阅饰板 - B 柱 - LH（拆卸和更换）。,安装 LH B 柱饰板。请参阅饰板 - B 柱 - LH（拆卸和更换）。
17100802,41,安装 B 柱 LH 下部饰板。请参阅饰板 - B 柱 - 下部 - LH（拆卸和更换）。,安装 B 柱 LH 下部饰板。请参阅饰板 - B 柱 - 下部 - LH（拆卸和更换）。
17100802,42,安装 B 柱 LH 上部饰板。请参阅饰板 - B 柱 - 上部 - LH（拆卸和更换）。,安装 B 柱 LH 上部饰板。请参阅饰板 - B 柱 - 上部 - LH（拆卸和更换）。
17100802,43,安装 LH 后门槛饰板。请参阅饰板 - 门槛板 - 后 - LH（拆卸和更换）。,安装 LH 后门槛饰板。请参阅饰板 - 门槛板 - 后 - LH（拆卸和更换）。
17100802,44,安装驾驶位膝部气囊。请参阅气囊 - 膝部 - 驾驶位（拆卸和更换）。,安装驾驶位膝部气囊。请参阅气囊 - 膝部 - 驾驶位（拆卸和更换）。
17100802,45,安装中控台总成。请参阅中控台（拆卸和安装）。,安装中控台总成。请参阅中控台（拆卸和安装）。
17100802,46,安装驾驶位和前排乘客座椅。请参阅密封 - 驾驶位（拆卸和更换）。,安装驾驶位和前排乘客座椅。请参阅密封 - 驾驶位（拆卸和更换）。
17100802,47,安装 RH 脚部空间罩。请参阅罩 - 脚部空间 - 副驾位（左侧驾驶）（拆卸和更换）。,安装 RH 脚部空间罩。请参阅罩 - 脚部空间 - 副驾位（左侧驾驶）（拆卸和更换）。
17100802,48,安装 A 柱 RH 下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。,安装 A 柱 RH 下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。
17100802,49,安装 RH 仪表板端盖。请参阅 端盖 - 仪表板 - LH（拆卸和更换）,安装 RH 仪表板端盖。请参阅 端盖 - 仪表板 - LH（拆卸和更换）
17100802,50,安装 LH 脚部空间进气槽。请参阅风管 - 脚部空间 - LH（拆卸和更换）。,安装 LH 脚部空间进气槽。请参阅风管 - 脚部空间 - LH（拆卸和更换）。
17100802,51,安装 LH 脚部空间罩。请参阅罩 - 脚部空间 - 驾驶位（拆卸和更换）。,安装 LH 脚部空间罩。请参阅罩 - 脚部空间 - 驾驶位（拆卸和更换）。
17100802,52,安装 A 柱 LH 下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。,安装 A 柱 LH 下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。
17100802,53,安装 LH 仪表板端盖。请参阅端盖 - 仪表板 - LH（拆卸和更换）。,安装 LH 仪表板端盖。请参阅端盖 - 仪表板 - LH（拆卸和更换）。
17100802,54,安装前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。,安装前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。
17100802,55,部分关闭全部车门,部分关闭全部车门
17100802,56,移走止轮块。,移走止轮块。
17100802,57,在助手的帮助下，将车辆移到举升机上。,在助手的帮助下，将车辆移到举升机上。
17100802,58,升高车辆。,升高车辆。
17100802,59,穿过 LH 侧行李箱隔板将电气线束的后副框架部分移入，然后紧固将电气线束固定到车身的夹子。,穿过 LH 侧行李箱隔板将电气线束的后副框架部分移入
17100802,59,穿过 LH 侧行李箱隔板将电气线束的后副框架部分移入，然后紧固将电气线束固定到车身的夹子。,然后紧固将电气线束固定到车身的夹子
17100802,60,将电气线束连接到后副框架线束连接器和 LH 电子驻车制动连接器。,将电气线束连接到后副框架线束连接器和 LH 电子驻车制动连接器。
17100802,61,将电气线束连接到后侧蓝牙被动式进入天线连接器。,将电气线束连接到后侧蓝牙被动式进入天线连接器。
17100802,62,在后饰板和后副框架区域，安装将 LH 车身线束固定到车身的夹子。,在后饰板和后副框架区域，安装将 LH 车身线束固定到车身的夹子。
17100802,63,安装后饰板总成。请参阅饰板 - 后部（拆卸和安装）。,安装后饰板总成。请参阅饰板 - 后部（拆卸和安装）。
17100802,64,降低车辆,降低车辆
17100802,65,安装 LH 和 RH 行李箱侧面饰板。请参阅饰板 - 侧边 - 行李箱 - LH（拆卸和更换）。,安装 LH 和 RH 行李箱侧面饰板。请参阅饰板 - 侧边 - 行李箱 - LH（拆卸和更换）。
17100802,66,将行李箱毡毯装入行李箱，然后紧固将行李箱毡毯固定到车身的夹子。,将行李箱毡毯装入行李箱
17100802,66,将行李箱毡毯装入行李箱，然后紧固将行李箱毡毯固定到车身的夹子。,然后紧固将行李箱毡毯固定到车身的夹子
17100802,67,在第二排座垫下方，将行李箱毡毯夹紧固到车身螺柱上。,在第二排座垫下方，将行李箱毡毯夹紧固到车身螺柱上。
17100802,68,安装 RH 第二排座椅靠背总成。请参阅座椅靠背 - 第二排 - RH（拆卸和更换）。,安装 RH 第二排座椅靠背总成。请参阅座椅靠背 - 第二排 - RH（拆卸和更换）。
17100802,69,安装 LH 第二排座椅靠背总成。请参阅座椅靠背 - 第二排 - LH（拆卸和更换）。,安装 LH 第二排座椅靠背总成。请参阅座椅靠背 - 第二排 - LH（拆卸和更换）。
17100802,70,安装门槛后备箱饰板。请参阅饰板 - 门槛 - 行李箱（拆卸和更换）。,安装门槛后备箱饰板。请参阅饰板 - 门槛 - 行李箱（拆卸和更换）。
17100802,71,连接 12V 电源。请参阅12V/低压电源（断开和连接）。,连接 12V 电源。请参阅12V/低压电源（断开和连接）。
17100902,1,打开全部车门。,打开全部车门。
17100902,2,在两个后轮下放置止轮块。,在两个后轮下放置止轮块。
17100902,3,将车辆置于空挡。,将车辆置于空挡。
17100902,4,打开行李箱。,打开行李箱。
17100902,5,拆下第二排下部座垫。请参阅座垫 - 下 - 第二排（拆卸和更换）。,拆下第二排下部座垫。请参阅座垫 - 下 - 第二排（拆卸和更换）。
17100902,6,拆下行李箱 LH 和 RH 止动件。,拆下行李箱 LH 和 RH 止动件。
17100902,7,拆下后备箱底板饰板。请参阅饰板 - 底盘 - 行李箱（拆卸和更换）。,拆下后备箱底板饰板。请参阅饰板 - 底盘 - 行李箱（拆卸和更换）。
17100902,8,拆下后备箱 LH 饰板。请参阅饰板 - 侧边 - 行李箱 - LH（拆卸和更换）。,拆下后备箱 LH 饰板。请参阅饰板 - 侧边 - 行李箱 - LH（拆卸和更换）。
17100902,9,拆下后备箱 RH 饰板。请参阅饰板 - 侧边 - 行李箱 - RH（拆卸和更换）。,拆下后备箱 RH 饰板。请参阅饰板 - 侧边 - 行李箱 - RH（拆卸和更换）。
