校正代码,整体序号,操作内容,操作子内容
16202000,9,执行冷却系统真空再充注。请参阅冷却系统（真空再充注）。,执行冷却系统真空再充注。请参阅冷却系统（真空再充注）。
16102020,1,断开 12V 电源。请参阅12V/低压电源（断开和连接）,断开 12V 电源。请参阅12V/低压电源（断开和连接）
16102020,2,拆下高压电池前部滑板。请参阅滑板 - 高压电池 - 前（拆卸和更换）,拆下高压电池前部滑板。请参阅滑板 - 高压电池 - 前（拆卸和更换）
16102020,3,拆下将 LH 轮拱内衬底部后边缘固定到车身的下部夹子 ，以便为冷却液软管留出空间。,拆下将 LH 轮拱内衬底部后边缘固定到车身的下部夹子 ，以便为冷却液软管留出空间。
16102020,4,将冷却液排放容器放置在高压电池 LH 前角下方。,将冷却液排放容器放置在高压电池 LH 前角下方。
16102020,5,松开将电池至冷却器软管固定到车身的夹子。,松开将电池至冷却器软管固定到车身的夹子。
16102020,6,断开电池与车辆 LH 侧冷却器软管的连接，堵塞软管外接头，以便电池进行排放。,断开电池与车辆 LH 侧冷却器软管的连接
16102020,6,断开电池与车辆 LH 侧冷却器软管的连接，堵塞软管外接头，以便电池进行排放。,堵塞软管的外接头
16102020,7,将冷却液压力测试适配器至电池连接到冷却器软管内接头。,将冷却液压力测试适配器至电池连接到冷却器软管内接头。
16102020,8,将驱动单元压力测试夹具连接到冷却液压力测试适配器。,将驱动单元压力测试夹具连接到冷却液压力测试适配器。
16102020,9,关闭测试夹具上的 P1 阀（入）和 P2 阀（出），连接压缩空气供应管。,关闭测试夹具上的 P1 阀（入）和 P2 阀（出），连接压缩空气供应管。
16102020,9,关闭测试夹具上的 P1 阀（入）和 P2 阀（出），连接压缩空气供应管。,关闭测试夹具上的 P1 阀（入）和 P2 阀（出），连接压缩空气供应管。
16102020,10,完全关闭调节器，然后打开 P1（入口阀）。,完全关闭调节器，然后打开 P1（入口阀）。
16102020,10,完全关闭调节器，然后打开 P1（入口阀）。,完全关闭调节器，然后打开 P1（入口阀）。
16102020,11,将测试夹具的压力调节器设置为 26 psi。,将测试夹具的压力调节器设置为 26 psi。
16102020,12,断开高压电池回路软管与车辆 LH 侧冷却器软管的连接，堵塞软管内接头，以便电池进行排放。,断开高压电池回路软管与车辆 LH 侧冷却器软管的连接
16102020,12,断开高压电池回路软管与车辆 LH 侧冷却器软管的连接，堵塞软管内接头，以便电池进行排放。,堵塞软管内接头
16102020,13,将冷却液排放适配器连接到外接头，然后将管路引入冷却液排出容器,将冷却液排放适配器连接到外接头，然后将管路引入冷却液排出容器
16102020,13,将冷却液排放适配器连接到外接头，然后将管路引入冷却液排出容器,将冷却液排放适配器连接到外接头，然后将管路引入冷却液排出容器
16102020,14,缓慢打开 P2（出口阀）以加快排放速度。,缓慢打开 P2（出口阀）以加快排放速度。
16102020,15,至少等候 5 分钟，让冷却液彻底排净。,至少等候 5 分钟，让冷却液彻底排净。
16102020,16,不再排出冷却液时，关闭 P2（出口阀）。,不再排出冷却液时，关闭 P2（出口阀）。
16102020,17,断开供气装置与测试夹具的连接。,断开供气装置与测试夹具的连接。
16102020,18,从软管上拆下冷却液压力测试适配器和冷却液排出适配器,从软管上拆下冷却液压力测试适配器和冷却液排出适配器
16102020,19,执行相应维护程序，以便排出高压电池冷却液,执行相应维护程序，以便排出高压电池冷却液
16102020,20,更换组件后，再次充注冷却液。请参阅再充注。,更换组件后，再次充注冷却液。请参阅再充注。
16102020,1,执行硬盘外壳冷却液泄漏测试。请参阅磁盘外壳冷却液泄漏测试。,执行硬盘外壳冷却液泄漏测试。请参阅磁盘外壳冷却液泄漏测试。
16102020,2,从内接头上取下塞子，然后连接高压电池回路软管。,从内接头上取下塞子
16102020,2,从内接头上取下塞子，然后连接高压电池回路软管。,然后连接高压电池回路软管
16102020,3,将冷却液充注导管插入电池至冷却器软管内接头。,将冷却液充注导管插入电池至冷却器软管内接头。
16102020,4,慢慢将冷却液泵入高压电池，直至外溢。,慢慢将冷却液泵入高压电池，直至外溢。
16102020,5,从外接头上取下塞子，然后将电池连接到冷却器软管。,从外接头上取下塞子
16102020,5,从外接头上取下塞子，然后将电池连接到冷却器软管。,然后将电池连接到冷却器软管
16102020,6,取走车辆下方的冷却液排放容器。,取走车辆下方的冷却液排放容器。
16102020,7,安装将 LH 轮拱内衬底部后边缘固定到车身的下部夹子 ,安装将 LH 轮拱内衬底部后边缘固定到车身的下部夹子 
16102020,8,安装高压电池前部滑板。请参阅滑板 - 高压电池 - 前（拆卸和更换）,安装高压电池前部滑板。请参阅滑板 - 高压电池 - 前（拆卸和更换）
16102020,9,连接12V 电源。请参阅12V/低压电源（断开和连接）,连接12V 电源。请参阅12V/低压电源（断开和连接）
16102020,10,执行冷却系统真空再充注。请参阅冷却系统（真空再充注）。,执行冷却系统真空再充注。请参阅冷却系统（真空再充注）。
40200602,44,安装将后驱动单元高压线束支架固定到后驱动单元逆变器的螺栓。,安装将后驱动单元高压线束支架固定到后驱动单元逆变器的螺栓。
40200602,45,检查后副框架电气线束逻辑连接器和后驱动单元逆变器逻辑连接器上是否有冷却液，然后使用车间用压缩空气和清洁干燥的车间抹布清除这些连接器上的任何冷却液。,检查后副框架电气线束逻辑连接器和后驱动单元逆变器逻辑连接器上是否有冷却液
40200602,45,检查后副框架电气线束逻辑连接器和后驱动单元逆变器逻辑连接器上是否有冷却液，然后使用车间用压缩空气和清洁干燥的车间抹布清除这些连接器上的任何冷却液。,然后使用车间用压缩空气和清洁干燥的车间抹布清除这些连接器上的任何冷却液
40200602,46,将后副框架电气线束连接到后驱动单元逆变器逻辑连接器，向上抬起把手，然后紧固锁片。,将后副框架电气线束连接到后驱动单元逆变器逻辑连接器
40200602,46,将后副框架电气线束连接到后驱动单元逆变器逻辑连接器，向上抬起把手，然后紧固锁片。,向上抬起把手
40200602,46,将后副框架电气线束连接到后驱动单元逆变器逻辑连接器，向上抬起把手，然后紧固锁片。,然后紧固锁片
40200602,47,紧固将后副框架电气线束固定到后驱动单元逆变器的夹子。,紧固将后副框架电气线束固定到后驱动单元逆变器的夹子。
40200602,48,将冷却液排放收集器放置在高压电池 LH 后下方。,将冷却液排放收集器放置在高压电池 LH 后下方。
40200602,49,将后驱动单元逆变器入口管安装在后副框架与高压电池之间，具体方式为先向内，然后向上。,将后驱动单元逆变器入口管安装在后副框架与高压电池之间，具体方式为先向内，然后向上。
40200602,50,紧固将后驱动单元逆变器入口管固定到后驱动单元高压线束的夹子。,紧固将后驱动单元逆变器入口管固定到后驱动单元高压线束的夹子。
40200602,51,从接头上取下塞子，立即将后驱动单元逆变器入口软管连接到高压电池，紧固夹子，然后对接头进行推拉检查。,从接头上取下塞子
40200602,51,从接头上取下塞子，立即将后驱动单元逆变器入口软管连接到高压电池，紧固夹子，然后对接头进行推拉检查。,立即将后驱动单元逆变器入口软管连接到高压电池
40200602,51,从接头上取下塞子，立即将后驱动单元逆变器入口软管连接到高压电池，紧固夹子，然后对接头进行推拉检查。,紧固夹子
40200602,51,从接头上取下塞子，立即将后驱动单元逆变器入口软管连接到高压电池，紧固夹子，然后对接头进行推拉检查。,然后对接头进行推拉检查
40200602,52,从接头上取下塞子，立即将后驱动单元逆变器入口软管连接到后驱动单元逆变器，紧固夹子，然后对接头进行推拉检查。,从接头上取下塞子
40200602,52,从接头上取下塞子，立即将后驱动单元逆变器入口软管连接到后驱动单元逆变器，紧固夹子，然后对接头进行推拉检查。,立即将后驱动单元逆变器入口软管连接到后驱动单元逆变器
40200602,52,从接头上取下塞子，立即将后驱动单元逆变器入口软管连接到后驱动单元逆变器，紧固夹子，然后对接头进行推拉检查。,紧固夹子
40200602,52,从接头上取下塞子，立即将后驱动单元逆变器入口软管连接到后驱动单元逆变器，紧固夹子，然后对接头进行推拉检查。,然后对接头进行推拉检查
40200602,53,取走车辆下方的冷却液排放收集器。,取走车辆下方的冷却液排放收集器。
40200602,54,紧固将后驱动单元逆变器入口软管固定到高压电池的桶型夹。,紧固将后驱动单元逆变器入口软管固定到高压电池的桶型夹。
40200602,55,安装高压电池后滑板。请参阅滑板 - 高压电池 - 后（拆卸和更换）,安装高压电池后滑板。请参阅滑板 - 高压电池 - 后（拆卸和更换）
40200602,56,紧固将冷却液软管固定到 RH 剪力板的夹子 。,紧固将冷却液软管固定到 RH 剪力板的夹子 。
40200602,57,紧固将冷却液软管固定到后滑板的夹子。,紧固将冷却液软管固定到后滑板的夹子。
40200602,58,紧固将冷却液软管固定到 LH 剪力板的夹子 。,紧固将冷却液软管固定到 LH 剪力板的夹子 。
40200602,59,将后平衡杆安装到后副框架上，然后安装新螺栓 以将平衡杆固定到副框架。,将后平衡杆安装到后副框架上
40200602,59,将后平衡杆安装到后副框架上，然后安装新螺栓 以将平衡杆固定到副框架。,然后安装新螺栓 以将平衡杆固定到副框架
40200602,60,将 LH 后平衡杆末端连杆安装到后平衡杆中。,将 LH 后平衡杆末端连杆安装到后平衡杆中。
40200602,61,安装新螺母，将 LH 后平衡杆末端连杆固定到后平衡杆。,安装新螺母
40200602,61,安装新螺母，将 LH 后平衡杆末端连杆固定到后平衡杆。,将 LH 后平衡杆末端连杆固定到后平衡杆
40200602,62,将 RH 后平衡杆末端连杆安装到后平衡杆中。,将 RH 后平衡杆末端连杆安装到后平衡杆中。
40200602,63,安装新螺母，将 RH 后平衡杆末端连杆固定到后平衡杆。,安装新螺母
40200602,63,安装新螺母，将 RH 后平衡杆末端连杆固定到后平衡杆。,将 RH 后平衡杆末端连杆固定到后平衡杆
40200602,64,将后驱动单元接地带安装到车身 LH 后轮拱上，然后安装将接地带固定到车身的螺母。,将后驱动单元接地带安装到车身 LH 后轮拱上
40200602,64,将后驱动单元接地带安装到车身 LH 后轮拱上，然后安装将接地带固定到车身的螺母。,然后安装将接地带固定到车身的螺母
40200602,65,紧固将后副框架线束固定到 LH 侧车身的夹子。,紧固将后副框架线束固定到 LH 侧车身的夹子。
40200602,66,将电气线束连接到后副框架线束 LH 连接器。,将电气线束连接到后副框架线束 LH 连接器。
40200602,67,紧固将后副框架线束固定到 RH 侧车身的夹子。,紧固将后副框架线束固定到 RH 侧车身的夹子。
40200602,68,将电气线束连接到后副框架线束 RH 连接器。,将电气线束连接到后副框架线束 RH 连接器。
40200602,69,安装后扩散器。请参阅扩散器 - 后饰板（拆卸和更换）。,安装后扩散器。请参阅扩散器 - 后饰板（拆卸和更换）。
40200602,70,安装中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。,安装中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。
40200602,71,安装 LH 和 RH 后悬架护板。请参阅盖板 - 后悬架 - LH（拆卸和更换）。,安装 LH 和 RH 后悬架护板。请参阅盖板 - 后悬架 - LH（拆卸和更换）。
40200602,72,执行冷却系统真空再充注。请参阅冷却系统（真空再充注）。,执行冷却系统真空再充注。请参阅冷却系统（真空再充注）。
40200602,73,连接低压电源。请参阅12V/低压电源（断开和连接）。,连接低压电源。请参阅12V/低压电源（断开和连接）。
40200602,74,将装有 Toolbox 3 的笔记本电脑重新连接到车辆。,将装有 Toolbox 3 的笔记本电脑重新连接到车辆。
40200602,75,在 Toolbox 3 中，点击Dashboards选项卡，在搜索字段中输入“Rear Drive Inverter Replacement”，然后点击[Model 3/Y] REAR Drive INVERTER - Replacement。,点击Dashboards选项卡
40200602,75,在 Toolbox 3 中，点击Dashboards选项卡，在搜索字段中输入“Rear Drive Inverter Replacement”，然后点击[Model 3/Y] REAR Drive INVERTER - Replacement。,在搜索字段中输入“Rear Drive Inverter Replacement”
40200602,75,在 Toolbox 3 中，点击Dashboards选项卡，在搜索字段中输入“Rear Drive Inverter Replacement”，然后点击[Model 3/Y] REAR Drive INVERTER - Replacement。,然后点击[Model 3/Y] REAR Drive INVERTER - Replacement
40200602,76,在“AFTER INVERTER SWAP”操作列表中，点击Stop Thermal Fluid Fill/Drain，点击Run，然后等待例程完成。,点击Stop Thermal Fluid Fill/Drain
40200602,76,在“AFTER INVERTER SWAP”操作列表中，点击Stop Thermal Fluid Fill/Drain，点击Run，然后等待例程完成。,点击Run
40200602,77,在“AFTER INVERTER SWAP”操作列表中，点击Restore REAR Drive INVERTER Bootloader Data after Replacement and Usage ID Configuration，点击Run，然后等待例程完成。,点击Restore REAR Drive INVERTER Bootloader Data after Replacement and Usage ID Configuration
40200602,77,在“AFTER INVERTER SWAP”操作列表中，点击Restore REAR Drive INVERTER Bootloader Data after Replacement and Usage ID Configuration，点击Run，然后等待例程完成。,点击Run
40200602,78,在“AFTER INVERTER SWAP”操作列表中，点击Service CAN Redeploy，点击Run，然后等待更新完成。,点击Service CAN Redeploy
40200602,78,在“AFTER INVERTER SWAP”操作列表中，点击Service CAN Redeploy，点击Run，然后等待更新完成。,点击Run
40200602,79,在“AFTER INVERTER SWAP”操作列表中，点击Restore Drive Inverter Application Data after Replacement，点击Run，然后等待例程完成。,点击Restore Drive Inverter Application Data after Replacement
40200602,79,在“AFTER INVERTER SWAP”操作列表中，点击Restore Drive Inverter Application Data after Replacement，点击Run，然后等待例程完成。,点击Run
40200602,80,在“AFTER INVERTER SWAP”操作列表中，点击Secure pairing (immobilizer pairing) between the Security Controller and Drive Inverter and Vehicle Odometer Pairing to UI，点击Run，然后等待例程完成。,点击Secure pairing (immobilizer pairing) between the Security Controller and Drive Inverter and Vehicle Odometer Pairing to UI
40200602,80,在“AFTER INVERTER SWAP”操作列表中，点击Secure pairing (immobilizer pairing) between the Security Controller and Drive Inverter and Vehicle Odometer Pairing to UI，点击Run，然后等待例程完成。,点击Run
40200602,81,在“AFTER INVERTER SWAP”操作列表中，点击Coolant Air Purge，点击Run，然后等待例程完成。,点击Coolant Air Purge
40200602,81,在“AFTER INVERTER SWAP”操作列表中，点击Coolant Air Purge，点击Run，然后等待例程完成。,点击Run
40200602,82,在“AFTER INVERTER SWAP”操作列表中，点击Thermal System Performance Test，点击Run，然后等待例程完成。,点击Thermal System Performance Test
40200602,82,在“AFTER INVERTER SWAP”操作列表中，点击Thermal System Performance Test，点击Run，然后等待例程完成。,点击Run
40200602,83,根据需要向储液罐中添加冷却液，然后安装储液罐盖。,根据需要向储液罐中添加冷却液
40200602,83,根据需要向储液罐中添加冷却液，然后安装储液罐盖。,然后安装储液罐盖
40200602,84,手动接合前备箱盖锁。,手动接合前备箱盖锁。
40200602,85,踩下制动踏板以确保驱动导轨打开。,踩下制动踏板
40200602,85,踩下制动踏板以确保驱动导轨打开。,确保驱动导轨打开
40200602,86,在“RESOLVER LEARN”操作列表中，点击 Rear Drive Unit Resolver Error Learning，点击 Run，然后按所示说明进行操作。将车辆换入前进挡。逐渐踩下加速踏板，直至驱动单元速度不再增加，而不管加速踏板压力是否增加。松开加速踏板，让车辆滑行降速。驱动单元停止转动后，将车辆换入驻车挡。,点击Rear Drive Unit Resolver Error Learning
40200602,86,在“RESOLVER LEARN”操作列表中，点击 Rear Drive Unit Resolver Error Learning，点击 Run，然后按所示说明进行操作。将车辆换入前进挡。逐渐踩下加速踏板，直至驱动单元速度不再增加，而不管加速踏板压力是否增加。松开加速踏板，让车辆滑行降速。驱动单元停止转动后，将车辆换入驻车挡。,点击Run
40200602,86,在“RESOLVER LEARN”操作列表中，点击 Rear Drive Unit Resolver Error Learning，点击 Run，然后按所示说明进行操作。将车辆换入前进挡。逐渐踩下加速踏板，直至驱动单元速度不再增加，而不管加速踏板压力是否增加。松开加速踏板，让车辆滑行降速。驱动单元停止转动后，将车辆换入驻车挡。,将车辆换入前进挡
40200602,86,在“RESOLVER LEARN”操作列表中，点击 Rear Drive Unit Resolver Error Learning，点击 Run，然后按所示说明进行操作。将车辆换入前进挡。逐渐踩下加速踏板，直至驱动单元速度不再增加，而不管加速踏板压力是否增加。松开加速踏板，让车辆滑行降速。驱动单元停止转动后，将车辆换入驻车挡。,逐渐踩下加速踏板
40200602,86,在“RESOLVER LEARN”操作列表中，点击 Rear Drive Unit Resolver Error Learning，点击 Run，然后按所示说明进行操作。将车辆换入前进挡。逐渐踩下加速踏板，直至驱动单元速度不再增加，而不管加速踏板压力是否增加。松开加速踏板，让车辆滑行降速。驱动单元停止转动后，将车辆换入驻车挡。,松开加速踏板
40200602,86,在“RESOLVER LEARN”操作列表中，点击 Rear Drive Unit Resolver Error Learning，点击 Run，然后按所示说明进行操作。将车辆换入前进挡。逐渐踩下加速踏板，直至驱动单元速度不再增加，而不管加速踏板压力是否增加。松开加速踏板，让车辆滑行降速。驱动单元停止转动后，将车辆换入驻车挡。,驱动单元停止转动后
40200602,86,在“RESOLVER LEARN”操作列表中，点击 Rear Drive Unit Resolver Error Learning，点击 Run，然后按所示说明进行操作。将车辆换入前进挡。逐渐踩下加速踏板，直至驱动单元速度不再增加，而不管加速踏板压力是否增加。松开加速踏板，让车辆滑行降速。驱动单元停止转动后，将车辆换入驻车挡。,将车辆换入驻车挡
40200602,87,断开装有 Toolbox 3 的笔记本电脑与车辆的连接。,断开装有 Toolbox 3 的笔记本电脑与车辆的连接。
40200602,88,安装 LH 和 RH 后车轮。请参阅轮毂（拆卸和更换）。,安装 LH 和 RH 后车轮。请参阅轮毂（拆卸和更换）。
40200602,89,从车辆后部拆下支柱。,从车辆后部拆下支柱。
40200602,90,在车辆触摸屏上，打开前备箱盖以分开前备箱盖锁。,打开前备箱盖
40200602,90,在车辆触摸屏上，打开前备箱盖以分开前备箱盖锁。,分开前备箱盖锁
40200602,91,安装暖通空调气室外部槽口。请参阅风管 - 暖通空调集气室 - 外（拆卸和更换）。,安装暖通空调气室外部槽口。请参阅风管 - 暖通空调集气室 - 外（拆卸和更换）。
40200602,92,安装驾驶室进气槽。请参阅风管 - 驾驶室进气（拆卸和更换）。,安装驾驶室进气槽。请参阅风管 - 驾驶室进气（拆卸和更换）。
40200602,93,安装前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。,安装前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。
40200602,94,将车辆驶离双柱举升机。请参阅升起车辆 - 双柱举升机。,将车辆驶离双柱举升机。请参阅升起车辆 - 双柱举升机。
40200602,95,以公路和高速路速度进行验证试驾，确定是否需要定位检查。如果试驾显示车辆轨迹不佳或跑偏，或者转向不稳或偏离中心，则执行四轮定位检查。请参阅四轮定位检查，并将此维修添加至到店保养 SV。如果试驾显示车辆的转向和操控符合预期，则无需进行定位检查。,以公路和高速路速度进行验证试驾，确定是否需要定位检查。如果试驾显示车辆轨迹不佳或跑偏，或者转向不稳或偏离中心，则执行四轮定位检查。请参阅四轮定位检查，并将此维修添加至到店保养 SV。如果试驾显示车辆的转向和操控符合预期，则无需进行定位检查。
40305402,1,拆下后副框架总成。请参阅副框架总成 - 后（拆卸和安装）。,拆下后副框架总成。请参阅副框架总成 - 后（拆卸和安装）。
40305402,2,从后驱动单元上拆下通气口。,从后驱动单元上拆下通气口。
40305402,1,将通气口安装到后驱动单元上。,将通气口安装到后驱动单元上。
40305402,2,安装后副框架总成。请参阅副框架总成 - 后（拆卸和安装）。,安装后副框架总成。请参阅副框架总成 - 后（拆卸和安装）。
40305402,3,检查车轮定位，并根据需要进行调节。请参阅四轮定位检查。,检查车轮定位，并根据需要进行调节。请参阅四轮定位检查。
40300102,1,用双柱举升机举升并支撑车辆。请参阅升起车辆 - 双柱举升机。,用双柱举升机举升并支撑车辆。请参阅升起车辆 - 双柱举升机。
40300102,2,打开全部车门并降下全部车窗。,打开全部车门
40300102,2,打开全部车门并降下全部车窗。,降下全部车窗
40300102,3,记下驾驶位和副驾位座椅的位置，然后将座椅移至最前端。,记下驾驶位和副驾位座椅的位置，然后将座椅移至最前端。
40300102,4,拆下第二排下部座垫。请参阅座垫 - 下 - 第二排（拆卸和更换）。,拆下第二排下部座垫。请参阅座垫 - 下 - 第二排（拆卸和更换）。
40300102,5,拆下前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。,拆下前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。
40300102,6,拆下座舱进气槽。请参阅风管 - 驾驶室进气（拆卸和更换）。,拆下座舱进气槽。请参阅风管 - 驾驶室进气（拆卸和更换）。
40300102,7,断开 12V 电源。请参阅12V/低压电源（断开和连接）。,断开 12V 电源。请参阅12V/低压电源（断开和连接）。
40300102,8,拆下中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。,拆下中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。
40300102,9,断开电气连接器与油泵之间的连接。,断开电气连接器与油泵之间的连接。
40300102,10,在后驱动单元滤油器和油泵下方放置一个机油排放容器。,在后驱动单元滤油器和油泵下方放置一个机油排放容器。
40300102,11,拆下将后驱动单元油泵固定到后驱动单元的螺栓。,拆下将后驱动单元油泵固定到后驱动单元的螺栓。
40300102,12,使用一字螺丝刀从驱动单元上的两个不同位置拆下油泵，然后让变速箱油流出。,使用一字螺丝刀从驱动单元上的两个不同位置拆下油泵，然后让变速箱油流出。
40300102,13,检查排出油液的状况，注意是否包含金属或其他颗粒，或者油液是否明显变黑。,检查排出油液的状况，注意是否包含金属或其他颗粒，或者油液是否明显变黑。
40300102,14,如果排出的油液包含颗粒或明显变黑，请使用滤油器套筒将滤油器从后驱动单元上拆下。,如果排出的油液包含颗粒或明显变黑，请使用滤油器套筒将滤油器从后驱动单元上拆下。
40300102,15,从后驱动单元上拔下充注塞。,从后驱动单元上拔下充注塞。
40300102,1,检查滤油器上的密封件、充注塞上的 O 型环以及油泵上的 O 型环 。确保 O 型环位于充注塞上，3 个 O 型环位于油泵上，没有 O 型环卡在后驱动单元总成中。如果油泵上的 O 型环损坏，请安装新 O 型环。如果充注塞上的 O 型环损坏，请安装新充注塞或 O 型环。如果滤油器已拆下，检查确认密封件在滤油器上而不在后驱动单元总成上。,检查滤油器上的密封件、充注塞上的 O 型环以及油泵上的 O 型环 。确保 O 型环位于充注塞上，3 个 O 型环位于油泵上，没有 O 型环卡在后驱动单元总成中。如果油泵上的 O 型环损坏，请安装新 O 型环。如果充注塞上的 O 型环损坏，请安装新充注塞或 O 型环。如果滤油器已拆下，检查确认密封件在滤油器上而不在后驱动单元总成上。
40300102,2,使用干净的 EDF2 变速箱油对机油泵 O 型环  进行润滑，然后将机油泵重新安装到后驱动单元总成上。,使用干净的 EDF2 变速箱油对机油泵 O 型环  进行润滑
40300102,2,使用干净的 EDF2 变速箱油对机油泵 O 型环  进行润滑，然后将机油泵重新安装到后驱动单元总成上。,然后将机油泵重新安装到后驱动单元总成上
40300102,3,安装将机油泵固定到后驱动单元的螺栓。,安装将机油泵固定到后驱动单元的螺栓。
40300102,4,如果滤油器已拆下，向新滤油器的 O 型环密封件上涂抹一薄层 EDF2 变速箱油，然后将新滤油器安装到后驱动单元上。,向新滤油器的 O 型环密封件上涂抹一薄层 EDF2 变速箱油
40300102,4,如果滤油器已拆下，向新滤油器的 O 型环密封件上涂抹一薄层 EDF2 变速箱油，然后将新滤油器安装到后驱动单元上。,然后将新滤油器安装到后驱动单元上
40300102,5,使用测量和充注套件，向容器中充注 2300 毫升 EDF2 变速箱油。,使用测量和充注套件，向容器中充注 2300 毫升 EDF2 变速箱油。
40300102,6,将输油泵的输入和输出软管切掉大约 26 英寸。,将输油泵的输入和输出软管切掉大约 26 英寸。
40300102,7,将输油泵的输出软管插入后驱动单元的充注孔中，直至完全就位，然后将输出软管向回拉 5 毫米。,将输油泵的输出软管插入后驱动单元的充注孔中
40300102,7,将输油泵的输出软管插入后驱动单元的充注孔中，直至完全就位，然后将输出软管向回拉 5 毫米。,然后将输出软管向回拉 5 毫米
40300102,8,将装有测定油液 EDF的容器放在排放篮中以设置充注流程，然后完全浸入输油泵的输入软管并对泵进行填充。,将装有测定油液 EDF的容器放在排放篮中以设置充注流程
40300102,8,将装有测定油液 EDF的容器放在排放篮中以设置充注流程，然后完全浸入输油泵的输入软管并对泵进行填充。,然后完全浸入输油泵的输入软管
40300102,8,将装有测定油液 EDF的容器放在排放篮中以设置充注流程，然后完全浸入输油泵的输入软管并对泵进行填充。,对泵进行填充
40300102,9,使用油泵开关盒专用工具和 XP-10 跨接部件将 12V 电源连接到油泵。,使用油泵开关盒专用工具和 XP-10 跨接部件将 12V 电源连接到油泵。
40300102,10,在助手的帮助下，按以下方式将 EDF2 变速箱油泵入后驱动单元总成中：用手动泵，从油液容器泵 5 个完整冲程。在整个充注过程中通过开关盒运行油泵，然后持续运行油泵，直至装上充注塞。,用手动泵，从油液容器泵 5 个完整冲程
40300102,10,在助手的帮助下，按以下方式将 EDF2 变速箱油泵入后驱动单元总成中：用手动泵，从油液容器泵 5 个完整冲程。在整个充注过程中通过开关盒运行油泵，然后持续运行油泵，直至装上充注塞。,直至装上充注塞
40300102,11,将充注塞安装到后驱动单元上,将充注塞安装到后驱动单元上
40300102,12,取走驱动单元下方的机油排放容器。,取走驱动单元下方的机油排放容器。
40300102,13,将机油泵开关盒和 XP-10 跨接部件从机油泵上断开。,将机油泵开关盒和 XP-10 跨接部件从机油泵上断开。
40300102,14,连接油泵电气连接器，然后接合锁片。,连接油泵电气连接器
40300102,14,连接油泵电气连接器，然后接合锁片。,然后接合锁片
40300102,15,重新连接 12V 电源。请参阅12V/低压电源（断开和连接）。,重新连接 12V 电源。请参阅12V/低压电源（断开和连接）。
40300102,16,在 Toolbox 中，点击“TEST-SELF_DIR_X_OIL-PUMP-PRESSURE”旁边的play按钮，然后选择Run。,点击“TEST-SELF_DIR_X_OIL-PUMP-PRESSURE”旁边的play按钮
40300102,16,在 Toolbox 中，点击“TEST-SELF_DIR_X_OIL-PUMP-PRESSURE”旁边的play按钮，然后选择Run。,然后选择Run
40300102,17,安装中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。,安装中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。
40300102,18,安装座舱进气槽。请参阅风管 - 驾驶室进气（拆卸和更换）。,安装座舱进气槽。请参阅风管 - 驾驶室进气（拆卸和更换）。
40300102,19,安装前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。,安装前备箱后部挡板。请参阅前备箱挡板 - 后（拆卸和更换）。
40300102,20,安装第二排下部座垫。请参阅座垫 - 下 - 第二排（拆卸和更换）。,安装第二排下部座垫。请参阅座垫 - 下 - 第二排（拆卸和更换）。
40300102,21,将驾驶位和副驾位座椅向后移动恢复原位。,将驾驶位和副驾位座椅向后移动恢复原位。
40300102,22,将车辆驶离举升机。,将车辆驶离举升机。
40302002,1,用双柱举升机举升车辆。请参阅升起车辆 - 双柱举升机。,用双柱举升机举升车辆。请参阅升起车辆 - 双柱举升机。
40302002,2,松开 LH 后轮毂螺母，但请勿在此时拆下车轮。请参阅轮毂（拆卸和安装）。,松开 LH 后轮毂螺母，但请勿在此时拆下车轮。请参阅轮毂（拆卸和安装）。
40302002,3,松开 LH 后轴螺母，但此时请勿将其拆下。,松开 LH 后轴螺母，但此时请勿将其拆下。
40302002,4,拆下中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。,拆下中间流线型护板。请参阅面板 - 流线型护板 - 中间（拆卸和更换）。
40302002,5,拆下固定 LH 后悬架护板的螺栓。,拆下固定 LH 后悬架护板的螺栓。
40302002,6,拆下 LH 后车轮。,拆下 LH 后车轮。
40302002,7,拆下 LH 后轮拱内衬。请参阅轮拱内衬 - 后 - LH（拆卸和更换）。,拆下 LH 后轮拱内衬。请参阅轮拱内衬 - 后 - LH（拆卸和更换）。
40302002,8,松开 LH 后驻车制动钳。请参阅驻车制动 - 钳 - 后 - LH（松开）。,松开 LH 后驻车制动钳。请参阅驻车制动 - 钳 - 后 - LH（松开）。
40302002,9,拆下并弃用将 LH 后制动钳支架固定到万向节的螺栓。,拆下并弃用将 LH 后制动钳支架固定到万向节的螺栓。
